stata_id,m_export_sample,m_export_sample_1,m_export_sample_2,m_export_sample_mn,m_export_sample_md,m_export_fid_1,m_export_fid_2,Y1_pystacked_1,Y1_pystacked_2,Dhat_pystacked_1,Dhat_pystacked_2,Dhat_pystacked_h_1,Dhat_pystacked_h_2
163,1,1,1,1,1,2,2,-.3175376355648041,-.5256161093711853,-4.530625343322754,-4.619084358215332,-4.504390716552734,-4.426043510437012
164,1,1,1,1,1,2,2,-.3834824860095978,-.1130527034401894,.410856306552887,1.174028992652893,.0514153242111206,-.795834481716156
165,1,1,1,1,1,1,1,.0514272563159466,-.281626284122467,-1.640452027320862,-1.415532469749451,-2.755750417709351,-1.93108856678009
166,1,1,1,1,1,2,1,-.5983012318611145,-.893754243850708,1.706362247467041,.9221755862236023,.6488229632377625,2.10167384147644
167,1,1,1,1,1,2,2,-.7698440551757813,-.4824393689632416,12.48552227020264,15.63959693908691,16.94726753234863,13.72746276855469
168,1,1,1,1,1,2,1,-.1831830739974976,-.0230433009564877,-3.958764553070068,-4.497138977050781,-5.037204265594482,-4.585372447967529
169,1,1,1,1,1,2,1,-.0952016860246658,-.2817621529102325,-3.098175048828125,-4.517913818359375,-4.23183536529541,-4.576662063598633
170,1,1,1,1,1,1,2,-.5750985741615295,-.52205890417099,-4.409842967987061,-4.551167011260986,-4.218769550323486,-4.426043510437012
171,1,1,1,1,1,1,1,-1.23163914680481,-1.421536564826965,6.449749946594238,5.818037509918213,3.186266183853149,4.448050498962402
172,1,1,1,1,1,1,2,.1594918370246887,-.0299035999923944,-4.638001441955566,-5.200363159179688,-4.41733980178833,-4.879951953887939
173,1,1,1,1,1,2,2,.1041686609387398,-.0852049514651299,-3.103363752365112,-3.421517610549927,-4.23183536529541,-3.970963954925537
174,1,1,1,1,1,2,2,-.5349941253662109,-.7213153839111328,-4.601085662841797,-5.008012771606445,-4.593997955322266,-5.400138854980469
175,1,1,1,1,1,1,2,-.0189803875982761,-.6282283067703247,-5.142900943756104,-5.008012771606445,-5.55670166015625,-5.400138854980469
176,1,1,1,1,1,1,1,.1539514362812042,.0876677706837654,-4.189710140228271,-4.523134231567383,-3.804994106292725,-4.00381326675415
177,1,1,1,1,1,2,2,.1659043431282043,.2877266108989716,-6.099573612213135,-6.455711364746094,-5.904667854309082,-6.327433109283447
178,1,1,1,1,1,1,2,.2604572176933289,.3137799799442291,-5.202553272247314,-4.268195152282715,-5.179285049438477,-4.952688217163086
179,1,1,1,1,1,2,1,.369944840669632,.3296160399913788,-2.551945924758911,-5.016711235046387,-4.744174003601074,-4.803384780883789
180,1,1,1,1,1,2,2,.1359976083040237,.1035946309566498,-.8710862994194031,-1.369109153747559,-2.442112684249878,-2.78923487663269
181,1,1,1,1,1,2,2,-.2870799601078033,-.170655146241188,.4495781362056732,-.1960816085338593,-.8925443291664124,-1.389159679412842
182,1,1,1,1,1,2,2,.0241739209741354,-.199461430311203,-5.107375144958496,-5.671749591827393,-4.280365467071533,-3.859854221343994
183,1,1,1,1,1,2,2,.2240985780954361,.4294032454490662,-2.137370109558105,-2.941386938095093,-1.367342710494995,-2.697425842285156
184,1,1,1,1,1,1,2,.9420686364173889,1.048255324363708,-1.317380785942078,-2.737370014190674,-3.865591764450073,-4.474873065948486
185,1,1,1,1,1,2,1,1.262160181999207,1.075289964675903,-4.58897590637207,-1.733985424041748,-4.235414981842041,-4.087427139282227
186,1,1,1,1,1,1,1,.5674048662185669,.5650602579116821,10.04224014282227,10.93074321746826,5.790197372436523,5.890605926513672
187,1,1,1,1,1,2,2,.9989142417907715,1.043696880340576,-5.000415802001953,-4.870889186859131,-4.233488082885742,-3.970450401306152
188,1,1,1,1,1,2,2,.8890191316604614,1.050628662109375,-3.8073890209198,-4.044746398925781,-3.115009307861328,-3.301794767379761
189,1,1,1,1,1,2,2,1.455529451370239,1.519455790519714,-3.156250715255737,-2.676820039749146,-3.930572509765625,-3.824780225753784
190,1,1,1,1,1,1,2,.8456729054450989,1.188928246498108,-2.804845094680786,-1.982784986495972,-3.818101167678833,-2.633668661117554
191,1,1,1,1,1,1,2,.6455659866333008,.7873792052268982,-.0575841441750526,1.02767539024353,-1.584711790084839,.9423549175262451
192,1,1,1,1,1,2,2,.3812904357910156,.785624086856842,.7491939663887024,1.028135061264038,.6779487133026123,.1300431787967682
193,1,1,1,1,1,1,1,.798820436000824,.4768093824386597,-.9031716585159302,-1.200081825256348,-3.017298221588135,-1.698451399803162
194,1,1,1,1,1,2,1,.6199383735656738,.4770907163619995,-.1587424725294113,-1.203341126441956,.0008899149834178,-1.698451399803162
195,1,1,1,1,1,2,1,.2976803779602051,.4030526876449585,-.5948150753974915,.0525997839868069,1.060423374176025,-.3382888436317444
196,1,1,1,1,1,2,1,.6371998190879822,.548130989074707,-.1649002730846405,-.1444387435913086,.0145665779709816,-1.364699482917786
197,1,1,1,1,1,1,1,.2521388530731201,.7137665748596191,-6.057233810424805,-6.143612384796143,-4.748868465423584,-5.201587200164795
198,1,1,1,1,1,2,1,1.003056645393372,.9437437653541565,-5.00013542175293,-5.496044158935547,-4.755725383758545,-4.999482154846191
199,1,1,1,1,1,1,2,1.106282353401184,1.196263551712036,-5.534278869628906,-4.870889186859131,-4.499588489532471,-4.030464172363281
200,1,1,1,1,1,1,1,1.041458487510681,.9556412696838379,-4.661148071289063,-4.645939350128174,-3.728951215744019,-3.740535259246826
201,1,1,1,1,1,2,2,1.098885297775269,1.305717945098877,-4.123555183410645,-2.862218856811523,-4.385534763336182,-4.304067134857178
202,1,1,1,1,1,1,1,1.289600610733032,1.074891209602356,-3.196159601211548,-3.638966798782349,-3.849574565887451,-3.845241785049438
203,1,1,1,1,1,1,2,1.324927806854248,1.464115619659424,-3.123628377914429,-2.474323511123657,-3.805433750152588,-3.794997930526733
